	published_at	player_name	title	description	label
338	2019-11-18 16:34:35+00:00	Carlos Hyde	Fantasy Football: Scouting reports on must-add waiver wire backs Jonathan Williams and Bo Scarbrough	There are plenty of running backs worth targeting on waivers in Week 11, and CBS Sports NFL Draft writer Chris Trapasso puts two young guys worth targeting under the spotlight.	d
339	2019-11-21 21:33:23+00:00	Carlos Hyde	Texans vs. Colts odds, line: Thursday Night Football picks, predictions from simulation on 92-63 run	SportsLine's advanced computer model simulated Thursday's Colts vs. Texans game 10,000 times.	d
340	2019-11-20 16:11:31+00:00	Carlos Hyde	Colts at Texans prediction: How to watch, stream key AFC South matchup on Thursday night	The Colts and Texans are battling for first place in the AFC South	d
341	2019-11-21 18:50:22+00:00	Carlos Hyde	Texans vs. Colts odds, line: Thursday Night Football picks, predictions from dialed-in model on 92-63 run	SportsLine's advanced computer model simulated Thursday's Colts vs. Texans game 10,000 times.	d
342	2019-11-21 22:59:49+00:00	Carlos Hyde	Thursday Night Football odds, spread: Colts vs. Texans picks, optimal predictions from expert who's 23-10	RJ White has his finger on the pulse of Jacoby Brissett and the Colts.	d
343	2019-11-21 16:58:40+00:00	Carlos Hyde	Thursday Night Football odds, spread: Colts vs. Texans picks, best predictions from expert who's 23-10	RJ White has his finger on the pulse of Jacoby Brissett and the Colts.	d
344	2019-11-19 23:22:43+00:00	Carlos Hyde	Fantasy Football Week 12 Running Back Preview: Waiver wire adds, matchups that matter, DFS plays and more	Heath Cummings gives you everything you need to know about running back for Week 12 including projections for the position.	d
345	2019-11-20 19:57:08+00:00	Carlos Hyde	Fantasy Football Week 12 Running Back Preview: Jordan Wilkins returns, makes Colts backs tough to trust	Heath Cummings gives you everything you need to know about running back for Week 12 including how to handle the Indianapolis backfield.	d
346	2019-11-26 16:33:42+00:00	Carlos Hyde	Fantasy Football Week 13 Running Back Preview: Waiver Wire adds, DFS plays, Projections, and more	Heath Cummings gives you everything you need to know about running back for Week 13 including who to add off the waiver wire.	d
347	2019-12-01 16:32:25+00:00	Carlos Hyde	Fantasy Football Running Back Preview: LeSean McCoy and Darrel Williams both in play for Week 13	Here's what you need to know about running back for Week 13, including how to handle the Chiefs with Damien Williams out.	d
348	2019-11-05 17:14:39+00:00	Carlos Hyde	Fantasy Football Week 10 Waiver Wire: Daniel Jones, Ronald Jones can help you survive the bye weeks	With six teams on bye in Week 10, you're going to need more help than ever. Here are Jamey Eisenberg's top waiver wire targets for this week.	d
349	2019-11-20 19:52:35+00:00	Carlos Hyde	Why the Texans must take more risks with one of the NFL's best QB-WR duos if they want to win a Super Bowl	Digging in to some of the league's best passing-game combinations with Houston's lethal duo	d
350	2019-11-17 14:57:02+00:00	Carlos Hyde	Fantasy Football Week 11 Running Back Preview: Miles Sanders could be a star if Jordan Howard is out	Heath Cummings gives you everything you need to know about Week 11 for the running back position, including how to handle the Eagles backfield.	d
351	2019-11-28 16:11:59+00:00	Carlos Hyde	Fantasy Football Week 13 Running Back Preview: Top matchups, DFS plays, Projections, and more	Heath Cummings gives you everything you need to know about running back for Week 13 including who to add off the waiver wire.	d
352	2019-11-22 04:38:46+00:00	DeAndre Hopkins	DeAndre Hopkins' monster game gives Texans' huge playoff boost	Deshaun Watson connected with his All-Pro receiver on two long TD passes to put Houston in the driver's seat in the AFC South race.	dd
353	2019-11-17 20:02:19+00:00	DeAndre Hopkins	Lamar's Legs CANNOT Be Stopped! - NFL	Lamar's Legs CANNOT Be Stopped! NFL Ravens vs. Texans: Live updates, game stats, highlights as Lamar Jackson, Deshaun Watson battle in Baltimore CBSSports.com How to watch Ravens vs. Texans: Week 11 game time, TV, odds and more Baltimore Sun Seth Roberts Goes…	uu
354	2019-11-22 15:44:45+00:00	DeAndre Hopkins	Panthers star Christian McCaffrey is the youngest player ever to earn the top rating in 'Madden'	"Carolina Panthers running back Christian McCaffrey is the youngest player to earn a 99 overall rating in ""Madden"" at 23 years old. McCaffrey is leading the NFL in rushing yards, touchdowns, and yards from scrimmage in his third season, and he's the first play…"	dd
355	2019-11-17 21:56:36+00:00	DeAndre Hopkins	DeAndre Hopkins Calls for Change to PI Reviews After Shocking Non-Call vs. Colts	Houston Texans  wide receiver  DeAndre Hopkins  wants the  NFL  to change the way it is handling pass interference replay reviews...	uu
356	2019-11-24 21:38:08+00:00	DeAndre Hopkins	NFL Scores Week 12: AFC, NFC Results, Playoff Standings and Top Fantasy Stars	The race to the 2019-20 NFL postseason continues. The Houston Texans kicked off Week 12 with a huge Thursday night win, thanks in no small part to wide receivers DeAndre Hopkins and Will Fuller...	dd
357	2019-11-21 14:08:26+00:00	DeAndre Hopkins	DeAndre Hopkins' game evolves thanks to Texans' supporting cast	Hopkins' yards-per-catch average is down, but his receptions total is up and he's moving the chains more than any receiver in the AFC.	uu
358	2019-11-22 04:18:27+00:00	DeAndre Hopkins	DeAndre Hopkins Catches 2 TDs as Texans Top Colts 20-17 to Take 1st in AFC South	The Houston Texans earned their most important victory of the season Thursday with a 20-17 win over the Indianapolis Colts at NRG Stadium...	dd
359	2019-11-17 23:04:32+00:00	DeAndre Hopkins	Hopkins: Need 'someone new' deciding PI calls	"After a seemingly clear instance of pass interference wasn't called after a replay review during Sunday's game in Baltimore, Texans receiver DeAndre Hopkins lobbied for ""someone new in New York"" to decide those calls."	uu
360	2019-11-20 21:43:55+00:00	DeAndre Hopkins	There is an ironic failure to the NFL's new pass interference review rules	After the 2018 NFC Championship was all but decided on a blown pass interference call, the NFL set out to make the penalty reviewable with hopes of preventing such mistakes in the future. Since the rule has been enacted, it's hardly been enforced, leaving coa…	uu
361	2019-11-25 22:21:43+00:00	DeAndre Hopkins	The NFL got a pass interference review right, and the result felt like a cruel joke to Saints fans	Pass interference penalties have brought havoc to the NFL season, with reviews of controversial no-calls producing uneven results. The NFL implemented the new rules in the wake of the NFC Championship, which saw a missed pass interference call cost the New Or…	dd
362	2019-11-22 06:08:48+00:00	DeAndre Hopkins	Wide Receiver DeAndre Hopkins Gives His Mom, Who Is Blind, Touchdown Ball in Sweet Game Tradition	When Houston Texans’ wide receiver DeAndre Hopkins scores, he has a tradition more special than any celebratory touchdown dance. Instead of dabbing or recreating NSYNC’s “Bye, Bye, Bye” routine, Hopkins finds his mom, Sabrina Greenlee, in the crowd and hands …	dd
363	2019-11-04 03:16:09+00:00	DeAndre Hopkins	DeAndre Hopkins Appreciates the Texans Business Like Approach in Their Win Over The Jaguars - Sports Illustrated	DeAndre Hopkins Appreciates the Texans Business Like Approach in Their Win Over The Jaguars Sports Illustrated	d
364	2019-11-17 12:51:37+00:00	DeAndre Hopkins	Sunday's fantasy football inactives watch: Who's in and who's out?	AJ Mass provides updated inactives and analysis based on the latest reports and official announcements leading up to kickoff.	d
365	2019-11-22 05:13:00+00:00	DeAndre Hopkins	Colts fall 20-17 to Texans in battle for AFC South supremacy	Deshaun Watson threw two touchdown passes to DeAndre Hopkins, helping the Houston Texans beat the Indianapolis Colts 20-17 on Thursday night.	dd
366	2019-11-22 03:36:22+00:00	DeAndre Hopkins	Will Fuller's Updated Fantasy Stock After Return from Hamstring Injury vs. Colts	Will Fuller V returned to the lineup Thursday after a three-game absence and barely missed a beat.  Against the  Indianapolis Colts , the  Houston Texans  wide receiver was used early ...	dd
367	2019-11-28 02:17:35+00:00	DeAndre Hopkins	Stephon Gilmore Among 8 Patriots Players to Miss Practice with Flu-Like Illness	The New England Patriots had eight players miss the team's Wednesday practice with flu-like symptoms, per ESPN's  Mike Reiss .  Reiss listed cornerback Stephon Gilmore, safety Patrick Chung, linebackers Jamie Collins Sr...	dd
368	2019-11-03 17:42:13+00:00	DeAndre Hopkins	Houston Texans 26-3 Jacksonville Jaguars: Texans win last London game of 2019	The Houston Texans rounded off this year's NFL London Series with a 26-3 win over the Jacksonville Jaguars in front of 84,771 at Wembley.	d
369	2019-11-22 04:40:09+00:00	DeAndre Hopkins	DeAndre Hopkins leads Texans past Colts in battle over top spot of the AFC South	DeAndre Hopkins has outstanding performance against Colts in key AFC South match up. Hopkins had a pair of long touchdown catches leading the Texans past the Colts 20-17.	dd
370	2019-11-29 20:38:35+00:00	DeAndre Hopkins	Julian Edelman is quite flattered DeAndre Hopkins studied film of him	Julian Edelman and DeAndre Hopkins share plenty of mutual respect as two of the NFL's elite wide receivers.	dd
371	2019-11-30 21:00:01+00:00	DeAndre Hopkins	Fantasy Football Week 13 Rankings: Each Positions' Flex and PPR Projections	It's Week 13 of the 2019  NFL  season, which means most season-long fantasy leagues have kicked off their postseasons. With three games already in the rear view, many fantasy managers are already on the verge of elimination...	dd
372	2019-11-20 18:00:01+00:00	DeAndre Hopkins	NFL Week 12 Picks: Game Odds, Props, Lines and Over/Under Predictions	It's been an exciting and unpredictable  NFL  season so far, and Week 12 is shaping up to continue that trend...	uu
373	2019-11-21 19:00:01+00:00	DeAndre Hopkins	Panthers' Christian McCaffrey Joins 99 Overall Club in Madden NFL 2020	Carolina Panthers  running back  Christian McCaffrey  has become the newest member of the 99 Club in  Madden  NFL  20 ...	uu
374	2019-12-01 16:25:06+00:00	DeAndre Hopkins	Next Gen Stats: Breaking down New England Patriots cornerback Stephon Gilmore vs. Houston Texans wide receiver DeAndre Hopkins	Next Gen Stats: Breaking down New England Patriots cornerback Stephon Gilmore vs. Houston Texans wide receiver DeAndre Hopkins.	dd
375	2019-11-30 14:00:59+00:00	DeAndre Hopkins	Patriots CB Stephon Gilmore as DPOY? He faces Texans' DeAndre Hopkins on Yahoo Sports app	If Stephon Gilmore has hopes of winning NFL defensive player of the year, shutting down DeAndre Hopkins would help.	dd
376	2019-11-22 05:05:07+00:00	DeAndre Hopkins	Houston Texans wide receiver DeAndre Hopkins says he's never seen players prepare like Texans did for Colts	Houston Texans wide receiver DeAndre Hopkins says he's never seen players prepare like Houston Texans did for Indianapolis Colts.	dd
377	2019-11-22 04:32:53+00:00	DeAndre Hopkins	DeAndre Hopkins catches two touchdowns as Texans earn 20-17 win over Colts	DeAndre Hopkins caught six passes for 94 yards and two touchdowns and Will Fuller added 140 yards on seven grabs as the Houston Texans held off the Indianapolis Colts for a 20-17 victory in a key AFC South matchup on Thursday night. Brennan Scarlett stopped C…	dd
378	2019-11-23 02:32:13+00:00	DeAndre Hopkins	Texans WR DeAndre Hopkins picks Patriots' Julian Edelman as favorite player in NFL	Houston Texans star wide receiver DeAndre Hopkins picked a New England Patriots wide receiver as his favorite player in the league.	dd
379	2019-11-27 19:00:05+00:00	DeAndre Hopkins	Houston Texans head coach Bill O'Brien previews wide receiver DeAndre Hopkins vs. New England Patriots cornerback Stephon Gilmore	Houston Texans head coach Bill O'Brien previews the matchup between wide receiver DeAndre Hopkins and New England Patriots cornerback Stephon Gilmore in Week 13.	dd
380	2019-11-18 17:00:49+00:00	DeAndre Hopkins	Texans built to win now, which makes Baltimore blowout troubling	The flurry of offseason moves were designed to get Houston over the first-round hump. But the Texans appear to be no closer to title contention.	uu
381	2019-11-27 21:34:00+00:00	DeAndre Hopkins	Why Nick Wright Isn’t Banking On Return Of Vintage Tom Brady This Season - NESN	Why Nick Wright Isn’t Banking On Return Of Vintage Tom Brady This Season NESN Patriots’ Bill Belichick is impressed with Texans WR DeAndre Hopkins Pats Pulpit NFL Week 13 best bets: Chiefs expose Raiders with huge win, Patriots stymie Deshaun Watson in win ov…	dd
382	2019-11-22 03:35:02+00:00	DeAndre Hopkins	Can't-Miss Play: Nuk Da Bomb! Watson hits Hopkins DEEP for TD	Houston Texans wide receiver DeAndre Hopkins catches a 35-yard touchdown pass from quarterback Deshaun Watson. This game is streaming live on the Yahoo Sports mobile app, or on FOX	dd
383	2019-11-27 23:30:07+00:00	DeAndre Hopkins	Mic’d Up: Houston Texans WR DeAndre Hopkins’ two-touchdown day fuels win over Indianapolis Colts	Join DeAndre Hopkins and the Houston Texans on the sideline for their win over the Indianapolis Colts in Week 12. This game is streaming live on the Yahoo Sports mobile app, or on FOX	dd
384	2019-11-26 21:05:29+00:00	DeAndre Hopkins	Fantasy Football Week 13 Wide Receiver Preview: Projections, Matchups that matter, DFS plays and more	Heath Cummings gives you everything you need to know about wide receivers in Week 13, including how he's handling the difficult matchup for DeAndre Hopkins.	dd
385	2019-11-22 11:37:44+00:00	DeAndre Hopkins	DeAndre Hopkins: Awesome to have 1-2 punch with Will Fuller	The Texans got wide receiver Will Fuller back in the lineup on Thursday night after three games on the sideline with a hamstring injury and the impact of his return on the offense was noticeable. Fuller caught seven passes for 140 yards in the 20-17 victory o…	dd
386	2019-11-22 05:24:26+00:00	DeAndre Hopkins	Texans beat Colts to take AFC South lead	Deshaun Watson threw two touchdown passes to DeAndre Hopkins and finished with 298 yards passing  for Houston.	dd
387	2019-11-22 04:32:53+00:00	DeAndre Hopkins	DeAndre Hopkins catches two touchdowns as Texans earn 20-17 win over Colts	DeAndre Hopkins caught six passes for 94 yards and two touchdowns and Will Fuller added 140 yards on seven grabs as the Houston Texans held off the Indianapolis Colts for a 20-17 victory in a key AFC South matchup on Thursday night. Brennan Scarlett stopped C…	dd
388	2019-11-17 22:42:27+00:00	DeAndre Hopkins	DeAndre Hopkins calls for Al Riveron's replacement on reviews after obvious pass interference miss	Refs missed an obvious example of pass interference during Texans-Ravens. The All-Pro wide receiver wants to see the system changed.	uu
389	2019-11-22 11:37:44+00:00	DeAndre Hopkins	DeAndre Hopkins: Awesome to have 1-2 punch with Will Fuller	The Texans got wide receiver Will Fuller back in the lineup on Thursday night after three games on the sideline with a hamstring injury and the impact of his return on the offense was noticeable. Fuller caught seven passes for 140 yards in the 20-17 victory o…	dd
390	2019-11-07 22:32:02+00:00	DeAndre Hopkins	Watson's play has Houston Texans leading AFC South	After the Houston Texans improved to 6-3 with a win over the Jaguars before their bye week, DeAndre Hopkins was asked to make the case for Deshaun Watson to be the league's MVP.  ''Deshaun can make the case for himself from his play,'' Hopkins said.  Watson's…	d
391	2019-11-22 04:27:39+00:00	DeAndre Hopkins	Hopkins has 2 TDs, Texans beat Colts 20-17 to top AFC South	Deshaun Watson threw two touchdown passes to DeAndre Hopkins and finished with 298 yards to help the Houston Texans beat the Indianapolis Colts 20-17 on Thursday night to take the AFC South lead.  The Texans (7-4), who were embarrassed by Baltimore 41-7 on Su…	dd
392	2019-11-22 02:54:25+00:00	DeAndre Hopkins	Adam Vinatieri kicks FG on last play of first half to forge 10-10 tie	DeAndre Hopkins is one of the best receivers in the NFL. He earned All-Pro honors the past two seasons. So you would think defenses would know where No. 10 is at all times. Somehow, the Colts blew the coverage on Hopkins late in the first half, leaving him st…	dd
393	2019-11-18 22:48:30+00:00	DeAndre Hopkins	Texans must put loss to Ravens behind them with Indy up next	The Houston Texans couldn't do much right in a blowout loss to the Baltimore Ravens on Sunday.  ''We have to turn the page quickly,'' coach Bill O'Brien said.  Receiver DeAndre Hopkins agreed and stressed the importance of beating the Colts if the Texans hope…	uu
394	2019-11-22 04:32:56+00:00	DeAndre Hopkins	Hopkins has 2 TDs, Texans beat Colts 20-17 to top AFC South	Deshaun Watson threw two touchdown passes to DeAndre Hopkins and finished with 298 yards to help the Houston Texans beat the Indianapolis Colts 20-17 on Thursday night to take the AFC South lead.  The Texans (7-4), who were embarrassed by Baltimore 41-7 on Su…	dd
395	2019-11-22 15:37:49+00:00	DeAndre Hopkins	Texans' DeAndre Hopkins gives two touchdown balls to his blind mom in heartwarming game tradition	Hopkins' mother has been blind since 2002	dd
396	2019-11-03 13:29:52+00:00	DeAndre Hopkins	Jacksonville Jaguars vs Houston Texans, live score and latest updates from Wembley Stadium	Welcome to our live blog of the fourth and final match in the NFL London series for 2019.	d
397	2019-11-17 21:21:41+00:00	DeAndre Hopkins	Pass interference not called or reversed on replay review of play by Ravens’ Marlon Humphrey on Texans’ DeAndre Hopkins.	The Ravens’ cornerback looks to have his hands on the Texans’ receiver well before the ball arrives. However, there is no flag thrown, and no reversal after further review.	uu
398	2019-11-17 21:45:03+00:00	DeAndre Hopkins	Bill O’Brien: I have no idea what pass interference is anymore	Among the many things that went against the Texans in Baltimore on Sunday was an early no-call on what appeared to be blatant pass interference on a fourth-down pass to wide receiver DeAndre Hopkins. Ravens cornerback Marlon Humphrey wasn’t flagged in real ti…	uu
399	2019-11-22 04:26:57+00:00	DeAndre Hopkins	Hopkins has 2 TDs, Texans beat Colts 20-17 to top AFC South	HOUSTON (AP) — Deshaun Watson threw two touchdown passes to DeAndre Hopkins and finished with 298 yards to help the Houston Texans beat the Indianapolis Colts 20-17 on Thursday night to take the AFC South lead. The Texans (7-4), who were embarrassed by Baltim…	dd
400	2019-11-17 21:11:17+00:00	DeAndre Hopkins	Texans show they're not one of AFC's top teams in blowout loss	The Deshaun Watson-Lamar Jackson showdown was a dud, as the Ravens dominated while the Texans once again fell way short against an AFC power.	uu
401	2019-11-17 18:59:00+00:00	DeAndre Hopkins	Texans-Ravens: Refs miss obvious pass interference - Yahoo Sports	Texans-Ravens: Refs miss obvious pass interference Yahoo Sports Ravens vs. Texans: Live updates, game stats, highlights as Lamar Jackson, Deshaun Watson battle in Baltimore CBSSports.com How to watch Ravens vs. Texans: Week 11 game time, TV, odds and more Bal…	uu
402	2019-11-30 17:00:00+00:00	DeAndre Hopkins	Week 13 NFL Picks: Over-Under Advice, Final-Score Predictions and Odds	With one thrilling finish and two relatively one-sided contests, Thursday's trio of games set the tone for a Week 13 that could yield a variety of results...	dd
403	2019-11-22 04:21:06+00:00	DeAndre Hopkins	DeAndre Hopkins gets Texans back on track	Hopkins caught two touchdowns, including the game-winner late in a key divisional win over the Colts.	dd
404	2019-11-25 14:33:29+00:00	DeAndre Hopkins	Michael Thomas ahead of NFL record pace for catches in a season	In 2002, Colts receiver Marvin Harrison had 100 catches in the first 11 games of the year. No one has matched that since, until yesterday. In the Saints’ 11th game of the season, Michael Thomas caught 10 more passes, putting him at 104 for the season. That’s …	dd
405	2019-11-25 14:33:29+00:00	DeAndre Hopkins	Michael Thomas ahead of NFL record pace for catches in a season	In 2002, Colts receiver Marvin Harrison had 100 catches in the first 11 games of the year. No one has matched that since, until yesterday. In the Saints' 11th game of the season, Michael Thomas caught 10 more passes, putting him at 104 for the season. That's …	dd
406	2019-11-18 13:05:24+00:00	DeAndre Hopkins	Week 11 NFL Fashion Review: DeAndre Hopkins Is A King	"Getty Image


 

Week 11 of this NFL glorious season was a bit of a disaster, as we were missing the Packers, Seahawks, Giants, and Titans."	uu
407	2019-11-30 14:01:15+00:00	DeAndre Hopkins	Patriots CB Stephon Gilmore as DPOY? He faces Texans' DeAndre Hopkins on Yahoo Sports app	If Stephon Gilmore has hopes of winning NFL defensive player of the year, shutting down DeAndre Hopkins would help.	dd
408	2019-11-22 04:52:08+00:00	DeAndre Hopkins	Top catches from DeAndre Hopkins on 'TNF' | Week 12	"Wide receiver DeAndre Hopkins hauled in a pair of touchdowns to help lead the Houston Texans to a Week 12 win against the Indianapolis Colts. Here are his highlights from ""Thursday Night Football."" This game is streaming live on the Yahoo Sports mobile app, o…"	dd
409	2019-11-28 00:30:36+00:00	DeAndre Hopkins	Patriots’ game plan for Texans WR DeAndre Hopkins could get complicated	Hopkins has enjoyed periodic success against Stephon Gilmore, who could miss Sunday's game.	dd
410	2019-11-22 02:10:34+00:00	DeAndre Hopkins	Texans take a 3-0 lead on a 37-yard scoring drive	The Texans entered Thursday’s game having scored 23 points in the first quarter this season. They remain at 23 points in the first quarter this season. But the Texans got a field goal early in the second quarter. Ka'imi Fairbairn, who has missed five field go…	dd
411	2019-11-17 18:35:28+00:00	DeAndre Hopkins	Texans don’t get blatant pass interference after challenge	Al Riveron has changed only a handful of pass interference challenges this season. He didn’t overturn one that even former referee and now CBS rules analyst Gene Steratore said was clear and obvious. It was, in fact, clear and obvious to everyone except the o…	uu
412	2019-11-15 15:00:00+00:00	DeAndre Hopkins	Fantasy Football Week 11 Rankings: Matchups We Love and Player Stat Projections	Lamar Jackson and Deshaun Watson are two of the most exciting players in the NFL, as well as two of the best quarterbacks in fantasy football...	d
413	2019-11-26 17:00:00+00:00	DeAndre Hopkins	Week 13 NFL Picks: Full Lines, Best Odds, Spread Advice and Predictions	The most anticipated game of the  NFL  season takes place Sunday in Baltimore.   The San Francisco 49ers visit MVP favorite Lamar Jackson and the Baltimore Ravens in what might be a Super Bowl 54 preview...	dd
414	2019-11-26 12:00:35+00:00	DeAndre Hopkins	Week 13 Fantasy Football Rankings: Lineup Advice for Every Position	This is it, fantasy football fans. December is near, the  NFL 's bye weeks are over, and in most season-long formats, the fantasy playoffs have arrived. These next few weeks will determine if your season ends in glory or as an also-ran...	dd
415	2019-11-30 15:00:00+00:00	DeAndre Hopkins	NFL Predictions Week 13: Fantasy Guide, Odds Projections and Expert Tips	Unlike most weeks of the  NFL  season, there are fewer fantasy decisions to be made heading into Sunday.  That's because there have already been three games this week, as a trio of matchups filled the Thanksgiving slate on Thursday...	dd
416	2019-11-30 17:00:09+00:00	DeAndre Hopkins	Start 'Em, Sit 'Em Week 13: Rounding Up Latest Expert Advice on the Web	It's playoff time in most season-long fantasy leagues, meaning managers can ill afford to mishandle their lineup decisions...	dd
417	2019-12-02 00:50:20+00:00	DeAndre Hopkins	Texans vs. Patriots: How to watch online, live stream info, game time, TV channel	How to watch Texans vs. Patriots football game	dd
418	2019-11-22 02:10:34+00:00	DeAndre Hopkins	Texans take a 3-0 lead on a 37-yard scoring drive	The Texans entered Thursday's game having scored 23 points in the first quarter this season. They remain at 23 points in the first quarter this season. But the Texans got a field goal early in the second quarter. Ka'imi Fairbairn, who has missed five field go…	dd
419	2019-11-17 19:25:58+00:00	DeAndre Hopkins	Lamar Jackson’s two scoring passes has Ravens up 14-0 on Texans	Lamar Jackson got off to a slow start. He completed only one of his first six attempts for 12 yards. Jackson, though, got hot in the second quarter. His two touchdown passes have the Ravens out to a 14-0 halftime lead on the Texans. Jackson ended the first ha…	uu
420	2019-11-17 18:35:28+00:00	DeAndre Hopkins	Texans don’t get blatant pass interference after challenge	Al Riveron has changed only a handful of pass interference challenges this season. He didn't overturn one that even former referee and now CBS rules analyst Gene Steratore said was clear and obvious. It was, in fact, clear and obvious to everyone except the o…	uu
421	2019-12-01 01:28:09+00:00	DeAndre Hopkins	Patriots vs. Texans live stream, start time, TV channel: How to watch NFL Sunday Night Football	Sunday Night Football features an AFC showdown that has plenty of playoff implications for both the 10-1 New England Patriots and the 7-4 Houston Texans.	dd
422	2019-11-17 23:15:24+00:00	DeAndre Hopkins	DeAndre Hopkins is sick of NFL’s pass interference controversy	Houston star DeAndre Hopkins seemingly called for the NFL to replace senior V.P. of officiating Al Riveron following another controversial pass interference ruling during the Ravens’ blowout win over the Texans on Sunday. Early in the first quarter, Ravens co…	uu
423	2019-11-26 23:03:18+00:00	DeAndre Hopkins	Bill Belichick details why Texans QB Deshaun Watson is 'big challenge' for Patriots defense	Houston Texans quarterback Deshaun Watson has one of the most impressive skill sets in the NFL, and New England Patriots head coach Bill Belichick listed many of those talents while explaining why the young star poses a challenge for his defense in Sunday nig…	dd
424	2019-11-14 12:00:00+00:00	DeAndre Hopkins	Fantasy Football: Week 11 WR Rankings - Sports Illustrated	Fantasy Football: Week 11 WR Rankings Sports Illustrated The Primer: Week 11 Edition (2019 Fantasy Football) FantasyPros Week 11 Rankings Yahoo Sports Fantasy Football: Week 11 RB Rankings Sports Illustrated Week 11 Fantasy Football Trade Value Chart (2019) F…	d
425	2019-11-23 03:22:45+00:00	DeAndre Hopkins	‘Thursday Night Football’ Ratings Tackled To Season Low, ‘Grey’s Anatomy’ Midseason Finale Steady – UPDATE	UPDATE, 7:22 PM: Took a bit but the final numbers for Thursday Night Football are in and it ain’t pretty Adjusted up to a 3.8 among adults 18-49 and 12.9 million viewers, the Houston Texans’ tight win over the Indianapolis Colts tumbled 13% in the demo from t…	dd
426	2019-11-22 12:00:05+00:00	DeAndre Hopkins	NFL Power Rankings Week 12: Reaction and Standings After Thursday Night Football	DeAndre   Hopkins  caught two touchdowns to help the Houston Texans earn a 20-17 victory over the Indianapolis Colts and kick off Week 12 of the 2019  NFL  season with a bit of drama...	dd
427	2019-11-04 17:27:48+00:00	DeAndre Hopkins	Russell Wilson-Tyler Lockett combo quickly becoming one of NFL's best	The Russell Wilson-Tyler Lockett duo doesn't get as much hype as several other quarterback-receiver duos, but the Seahawks' combo is as good as any.	d
428	2019-11-09 21:00:00+00:00	DeAndre Hopkins	Fantasy Football Week 10 Rankings: Latest Position-by-Position Rundown	If you have Deshaun Watson, DeAndre Hopkins, Leonard Fournette or Carson Wentz on your fantasy roster, you could be scrambling for bench and waiver-wire options in Week 10...	d
429	2019-11-24 19:44:53+00:00	DeAndre Hopkins	Al Riveron drops a flag for PI late in first half as Browns lead Miami 28-3	In no surprise, the Browns lead the Dolphins 28-3 at halftime. In a big surprise, the NFL’s supervisor of officials, Al Riveron, dropped a flag for defensive pass interference on a booth review late in the second quarter. The play in question came with 1:10 r…	dd
430	2019-11-13 14:24:15+00:00	DeAndre Hopkins	Chiefs' Tyreek Hill has much more in his game than just speed	"Hill might be the fastest player in the NFL, but he also has ""center fielder"" skills when it comes to tracking the ball along with an impressive vertical jump."	d
431	2019-11-15 11:00:14+00:00	DeAndre Hopkins	Success against Julio Jones could pay off for Panthers' James Bradberry	Bradberry, a free agent this offseason, covers the Falcons star better than most, and earning that reputation worked well for a former Panthers No. 24.	d
432	2019-11-05 14:44:14+00:00	DeAndre Hopkins	Jerry Rice validates Julian Edelman's success with strong endorsement	Patriots wide receiver Julian Edelman earned high praise from the best to play his position Tuesday.	d
433	2019-11-24 19:44:53+00:00	DeAndre Hopkins	Al Riveron drops a flag for PI late in first half as Browns lead Miami 28-3	In no surprise, the Browns lead the Dolphins 28-3 at halftime. In a big surprise, the NFL's supervisor of officials, Al Riveron, dropped a flag for defensive pass interference on a booth review late in the second quarter. The play in question came with 1:10 r…	dd
434	2019-11-03 22:00:54+00:00	DeAndre Hopkins	Barnwell's midseason NFL awards: Picking MVP, All-Pro teams, best rookies, more	The race for MVP is wide open, but the candidates are strong. Bill Barnwell picks the major award winners at the halfway point.	d
435	2019-11-17 23:27:19+00:00	DeAndre Hopkins	Texans WR DeAndre Hopkins calls out NFL officiating czar Al Riveron on lack of pass interference call	After a missed pass interference in a loss against the Ravens, receiver DeAndre Hopkins called out Al Riveron, the NFL's top officiating executive.	uu
436	2019-11-11 19:25:26+00:00	DeAndre Hopkins	Julian Edelman’s Spring Extension With Patriots Has Been Met By A Career Autumn	Julian Edelman, at age 33 and under contract through 2021, is on a career pace with the New England Patriots this fall.	d
437	2019-11-17 22:22:56+00:00	"""Kaimi Fairbairn"""	Rapid Reaction: Texans fall 41-7 in Baltimore - HoustonTexans.com	With Deshaun Watson under center, the Texans had never lost a regular season game by more than one score until their Week 11 loss in Baltimore.	u
438	2019-11-12 17:33:10+00:00	"""Kaimi Fairbairn"""	Waiver Wire: Week 11	With the Green Bay Packers, New York Giants, Seattle Seahawks, and Tennessee Titans on bye, we'll highlight two running backs that should not only get you through Week 11, but stay serviceable for the next few weeks. As a reminder, the drop list consists of p…	dd
439	2019-11-04 09:14:05+00:00	"""Kaimi Fairbairn"""	FMIA Week 9: 'Lamar The Dude' As Ravens Topple Pats, Shifting The NFL Landscape At Season's Halfway Point - NBCSports.com	"Three words to describe what America witnessed Sunday night? ""Lamar the dude."" Peter King opens Football Morning in America Week 9 from Baltimore, where the Ravens and their young star quarterback handed the Patriots their first loss of the season and shifted…"	dd
